click_id,timestamp,user_id,campaign_id,publisher_id,device,geo
1205,2026-01-28 17:05:16.038498,3346,26,7,desktop,US
1206,2025-12-29 09:25:16.038501,2099,28,12,desktop,AU
1207,2026-01-09 16:00:16.038504,2074,1,16,android,US
1208,2026-01-12 16:45:16.038506,1786,47,5,desktop,CA
1209,2026-01-17 17:36:16.038509,1148,12,11,desktop,US
1210,2026-02-23 11:18:16.038512,2754,37,4,desktop,AU
1211,2026-01-18 05:15:16.038514,3169,20,13,desktop,IN
1212,2026-02-04 08:52:16.038517,4282,2,8,ios,UK
1213,2026-01-09 04:54:16.038520,2303,36,7,ios,UK
1214,2026-01-16 05:48:16.038523,3585,15,11,ios,US
1215,2025-12-25 18:58:16.038525,4756,38,11,ios,UK
1216,2026-01-23 18:37:16.038528,2179,22,17,android,UK
1217,2026-01-06 17:00:16.038531,4309,44,14,desktop,IN
1218,2026-02-20 22:07:16.038533,3423,32,2,desktop,US
1219,2026-01-21 07:22:16.038536,1081,20,8,android,IN
1220,2026-02-14 00:46:16.038540,1491,36,2,android,IN
1221,2026-01-30 13:24:16.038543,3403,33,15,ios,CA
1222,2026-01-01 08:55:16.038546,3025,15,5,ios,US
1223,2026-02-08 04:48:16.038549,1924,46,6,desktop,IN
1224,2026-01-29 09:20:16.038551,2296,3,17,android,AU
1225,2026-02-22 09:59:16.038554,2603,29,8,desktop,UK
1226,2026-01-21 13:21:16.038556,4115,47,19,android,US
1227,2026-02-10 04:28:16.038559,4052,27,5,ios,CA
1228,2026-01-17 15:11:16.038562,2596,5,19,desktop,IN
1229,2026-01-28 13:34:16.038564,1122,31,14,desktop,AU
1230,2026-01-27 06:42:16.038567,4420,22,10,android,UK
1231,2026-01-10 13:10:16.038570,1707,35,13,desktop,UK
1232,2026-01-07 04:00:16.038572,3377,7,5,ios,AU
1233,2026-02-15 10:30:16.038575,4480,6,7,desktop,US
1234,2026-01-15 11:40:16.038578,1990,26,10,android,UK
1235,2026-01-02 10:24:16.038580,3370,1,11,desktop,UK
1236,2025-12-17 21:48:16.038583,4182,19,3,ios,UK
1237,2026-01-14 14:19:16.038586,3817,7,13,android,IN
1238,2026-01-27 07:40:16.038588,3040,36,2,android,IN
1239,2025-12-17 12:59:16.038591,4160,12,4,ios,UK
1240,2026-02-14 09:00:16.038594,3480,20,3,android,CA
1241,2026-01-26 06:26:16.038596,1709,23,15,android,UK
1242,2026-02-06 02:14:16.038599,1793,25,4,desktop,US
1243,2026-01-10 07:13:16.038601,1711,30,4,android,CA
1244,2026-01-20 01:16:16.038604,4170,29,15,desktop,US
1245,2025-12-16 03:55:16.038607,3586,31,6,ios,AU
1246,2026-01-03 12:15:16.038626,3648,18,5,ios,AU
1247,2026-02-17 14:27:16.038629,4217,41,12,ios,IN
1248,2026-02-17 22:54:16.038632,2717,19,7,ios,IN
1249,2026-02-17 12:58:16.038635,1256,4,3,android,IN
1250,2026-01-14 10:43:16.038637,2212,1,7,android,AU
1251,2026-01-29 07:16:16.038640,4311,41,12,desktop,US
1252,2026-02-18 20:21:16.038642,1870,15,15,desktop,CA
1253,2026-01-25 10:50:16.038645,3946,8,19,desktop,IN
1254,2026-01-05 14:17:16.038648,4574,15,6,android,AU
1255,2025-12-30 16:18:16.038650,2731,15,8,desktop,IN
1256,2026-01-07 15:58:16.038653,1808,39,6,android,UK
1257,2026-01-05 08:49:16.038656,3724,22,3,ios,CA
1258,2026-01-22 18:39:16.038658,4890,18,5,android,US
1259,2026-02-09 16:48:16.038661,1270,16,9,ios,IN
1260,2025-12-24 12:29:16.038664,2543,2,16,desktop,UK
1261,2026-01-22 10:44:16.038666,1549,36,16,android,UK
1262,2026-01-28 18:16:16.038669,2137,20,9,desktop,CA
1263,2025-12-20 02:14:16.038672,4410,16,18,desktop,AU
1264,2026-02-20 06:07:16.038674,1567,3,13,ios,AU
1265,2026-02-10 07:07:16.038677,4033,30,11,desktop,IN
1266,2026-02-16 08:09:16.038680,1358,2,10,android,IN
1267,2026-02-12 06:43:16.038682,2673,35,10,desktop,AU
1268,2026-02-04 07:48:16.038686,2637,26,6,ios,US
1269,2026-01-05 14:44:16.038688,2357,5,16,ios,US
1270,2026-01-22 12:01:16.038691,2712,2,12,desktop,UK
1271,2026-02-09 19:08:16.038694,4240,20,4,ios,CA
1272,2026-01-19 22:44:16.038697,2362,34,5,desktop,US
1273,2026-01-17 20:31:16.038699,1797,34,2,ios,IN
1274,2026-02-06 06:07:16.038702,2284,20,19,desktop,US
1275,2025-12-18 09:13:16.038704,1886,25,1,desktop,CA
1276,2026-02-08 13:58:16.038707,2758,20,4,android,IN
1277,2026-01-02 03:52:16.038710,2222,25,12,android,CA
1278,2026-01-10 22:21:16.038712,3258,14,2,desktop,AU
1279,2026-02-09 02:38:16.038715,1286,47,12,android,CA
1280,2026-01-02 02:44:16.038718,2715,44,16,android,CA
1281,2026-02-22 08:05:16.038720,2785,43,2,ios,CA
1282,2026-01-25 10:15:16.038723,1742,43,17,android,IN
1283,2025-12-21 09:50:16.038725,4543,39,2,ios,CA
1284,2026-02-21 20:02:16.038728,2505,12,4,android,CA
1285,2026-02-06 14:02:16.038731,3040,48,6,android,UK
1286,2026-01-31 03:25:16.038733,2046,5,7,desktop,IN
1287,2026-01-14 05:38:16.038736,4631,2,15,android,CA
1288,2025-12-20 15:03:16.038739,4180,16,12,desktop,US
1289,2026-02-22 02:45:16.038741,1295,30,5,desktop,CA
1290,2026-02-21 16:07:16.038744,3053,47,14,desktop,US
1291,2026-01-13 02:48:16.038747,3597,43,16,desktop,AU
1292,2026-02-04 03:32:16.038749,1680,38,11,android,AU
1293,2025-12-25 12:40:16.038752,2891,45,12,desktop,IN
1294,2026-01-25 01:44:16.038755,1794,42,19,android,IN
1295,2025-12-22 18:47:16.038757,1202,24,17,android,AU
1296,2026-01-03 23:17:16.038760,1324,30,7,ios,IN
1297,2025-12-20 13:17:16.038763,3872,37,9,ios,US
1298,2025-12-23 16:18:16.038765,4856,39,14,ios,US
1299,2026-02-10 17:55:16.038769,3291,11,12,desktop,UK
1300,2026-01-31 06:28:16.038771,1326,14,15,android,IN
1301,2026-01-10 01:27:16.038774,1986,23,12,android,IN
1302,2026-01-27 23:46:16.038777,4118,16,13,desktop,UK
1303,2026-01-21 00:22:16.038779,1760,21,9,ios,CA
1304,2026-02-03 12:19:16.038782,4662,4,7,ios,US
1305,2026-02-18 22:39:16.038785,4693,33,1,android,CA
1306,2026-01-28 04:04:16.038788,2036,47,10,android,UK
1307,2026-02-04 23:47:16.038790,1906,14,6,android,IN
1308,2026-02-15 13:59:16.038793,2403,19,15,ios,CA
1309,2026-01-27 18:39:16.038796,1364,5,15,android,IN
1310,2026-02-05 20:02:16.038798,4673,36,9,ios,UK
1311,2026-01-09 07:29:16.038801,4413,31,13,ios,AU
1312,2026-01-16 05:56:16.038804,4931,45,1,ios,IN
1313,2026-01-18 02:37:16.038806,4863,18,9,desktop,CA
1314,2026-02-14 23:42:16.038809,2244,44,3,desktop,CA
1315,2026-01-26 05:18:16.038812,3120,31,9,android,UK
1316,2026-01-20 16:34:16.038814,4817,30,15,ios,CA
1317,2025-12-30 23:01:16.038817,4843,21,7,android,US
1318,2025-12-16 06:19:16.038820,2648,47,4,ios,IN
1319,2026-01-02 00:55:16.038822,2069,30,17,android,US
1320,2026-01-18 00:41:16.038825,4575,41,4,android,UK
1321,2025-12-28 15:10:16.038828,1273,4,19,desktop,US
1322,2026-02-05 05:25:16.038830,4626,5,5,desktop,US
1323,2025-12-26 06:22:16.038833,3255,41,16,desktop,IN
1324,2025-12-29 03:20:16.038836,2952,45,3,desktop,IN
1325,2026-01-01 09:50:16.038838,2884,10,11,ios,AU
1326,2026-01-16 06:58:16.038841,4686,27,15,android,US
1327,2026-02-02 06:06:16.038844,1123,16,19,android,IN
1328,2026-01-01 15:06:16.038846,4081,30,14,ios,US
1329,2026-01-10 15:34:16.038849,2352,13,16,ios,US
1330,2026-01-03 03:09:16.038852,4258,36,6,android,UK
1331,2026-01-15 09:51:16.038854,3590,21,5,desktop,UK
1332,2026-02-01 16:44:16.038857,2691,45,17,desktop,US
1333,2025-12-26 08:54:16.038860,3107,40,16,desktop,UK
1334,2026-01-06 18:08:16.038862,4832,45,2,ios,IN
1335,2026-01-04 09:06:16.038865,3946,15,11,android,US
1336,2026-01-26 18:58:16.038868,3933,20,4,ios,UK
1337,2026-02-06 18:44:16.038870,3829,20,6,android,IN
1338,2025-12-26 02:49:16.038873,1441,45,7,desktop,US
1339,2025-12-30 14:53:16.038876,2240,5,17,desktop,US
1340,2026-01-09 11:15:16.038878,1910,32,8,desktop,UK
1341,2026-01-03 12:18:16.038881,2025,6,1,android,IN
1342,2026-01-30 07:33:16.038884,2559,30,15,desktop,US
1343,2025-12-25 01:17:16.038886,2741,26,12,android,US
1344,2026-02-01 11:03:16.038889,3879,37,15,ios,AU
1345,2026-01-02 10:45:16.038892,4055,13,15,desktop,US
1346,2026-01-12 12:29:16.038894,2734,29,9,ios,AU
1347,2025-12-26 21:46:16.038897,4427,5,16,ios,AU
1348,2026-02-15 02:29:16.038899,1625,25,2,android,IN
1349,2026-01-16 12:33:16.038902,4863,13,15,ios,CA
1350,2025-12-25 04:39:16.038905,2690,24,15,android,AU
1351,2026-01-08 11:26:16.038907,4236,31,7,android,IN
1352,2026-02-11 12:37:16.038910,1997,20,13,ios,UK
1353,2026-01-21 21:07:16.038913,3781,8,17,android,AU
1354,2026-02-19 06:54:16.038916,1090,9,11,android,CA
1355,2026-02-20 11:39:16.038919,3214,21,10,android,UK
1356,2026-02-12 10:12:16.038921,4006,20,1,ios,AU
1357,2026-02-22 00:46:16.038924,1206,15,14,android,AU
1358,2026-01-12 13:04:16.038926,4353,26,5,desktop,CA
1359,2026-01-17 11:30:16.038929,2088,42,8,ios,US
1360,2026-02-09 14:45:16.038932,2911,11,1,ios,CA
1361,2026-01-29 09:44:16.038934,1515,37,7,android,IN
1362,2026-01-25 11:30:16.038937,2180,41,2,ios,IN
1363,2026-02-13 22:25:16.038940,4832,11,7,desktop,CA
1364,2026-01-19 12:24:16.038942,2792,27,7,ios,CA
1365,2026-02-01 17:45:16.038945,3794,30,9,ios,CA
1366,2026-02-17 12:19:16.038948,3353,19,4,ios,CA
1367,2026-01-24 18:44:16.038950,2901,34,7,android,CA
1368,2026-02-07 10:08:16.038953,3005,38,18,desktop,AU
1369,2025-12-24 11:29:16.038956,1394,23,13,desktop,UK
1370,2025-12-26 04:10:16.038958,2097,1,11,desktop,IN
1371,2026-02-12 21:26:16.038961,1186,3,9,ios,IN
1372,2025-12-16 07:31:16.038964,2597,3,14,desktop,UK
1373,2025-12-19 15:30:16.038966,4408,28,8,android,CA
1374,2026-01-01 03:26:16.038969,4747,14,14,ios,UK
1375,2026-02-13 10:08:16.038972,2591,30,17,android,CA
1376,2026-01-31 05:52:16.038974,3670,5,14,ios,IN
1377,2025-12-30 20:47:16.038977,1729,49,5,android,US
1378,2026-02-22 16:05:16.038980,1239,15,10,ios,IN
1379,2026-01-10 16:07:16.038982,3580,38,6,android,IN
1380,2026-01-11 03:28:16.038985,1140,14,10,desktop,US
1381,2026-02-18 15:21:16.038988,4336,14,11,ios,UK
1382,2026-02-11 05:13:16.038990,1138,49,6,ios,AU
1383,2026-02-02 17:49:16.038993,3506,8,10,android,CA
1384,2026-01-22 20:36:16.038996,1069,8,14,android,CA
1385,2026-01-21 00:39:16.038998,1384,19,3,android,IN
1386,2026-02-10 07:41:16.039001,1629,32,7,ios,US
1387,2026-01-07 14:02:16.039004,3245,31,2,android,IN
1388,2025-12-22 23:51:16.039006,1204,29,7,desktop,IN
1389,2025-12-25 17:41:16.039009,2749,41,17,android,UK
1390,2026-01-28 10:45:16.039012,1567,11,13,android,CA
1391,2026-01-18 12:04:16.039020,4870,45,9,android,AU
1392,2026-02-03 17:55:16.039023,1981,13,13,desktop,US
1393,2026-01-29 14:10:16.039026,1804,27,15,android,AU
1394,2026-02-04 05:08:16.039029,2710,19,13,android,US
1395,2026-02-21 18:31:16.039031,3906,26,17,ios,CA
1396,2025-12-31 03:40:16.039034,1881,37,8,ios,UK
1397,2026-01-29 23:57:16.039037,3035,48,9,android,AU
1398,2025-12-16 09:16:16.039039,1973,9,9,ios,US
1399,2026-01-12 08:30:16.039042,1639,28,8,android,IN
1400,2026-02-07 01:32:16.039045,2454,32,16,android,CA
1401,2026-01-16 08:15:16.039047,4961,3,7,desktop,UK
1402,2026-02-11 06:39:16.039050,1324,32,17,android,IN
1403,2026-01-18 15:51:16.039053,1441,5,7,ios,UK
1404,2026-01-15 16:43:16.039055,1803,8,6,ios,US
1405,2026-01-01 03:36:16.039060,3335,14,5,ios,IN
1406,2026-01-02 19:12:16.039066,1225,3,17,ios,UK
1407,2025-12-28 14:50:16.039069,2087,24,8,android,CA
1408,2026-01-15 13:51:16.039072,1966,13,1,desktop,AU
1409,2025-12-17 21:39:16.039074,3985,43,16,desktop,AU
1410,2026-01-12 00:16:16.039077,1559,29,17,android,IN
1411,2025-12-21 12:43:16.039080,1713,8,3,ios,CA
1412,2026-01-28 00:01:16.039082,1497,42,13,desktop,CA
1413,2026-01-14 17:00:16.039085,3896,31,8,desktop,UK
1414,2026-02-01 13:51:16.039088,3973,26,16,android,IN
1415,2026-02-05 01:07:16.039090,4988,18,7,ios,CA
1416,2026-01-26 19:32:16.039093,3107,18,15,desktop,UK
1417,2026-02-08 03:44:16.039096,4468,7,2,android,CA
1418,2025-12-17 21:32:16.039098,1256,48,2,desktop,IN
1419,2025-12-31 02:33:16.039101,1576,38,10,desktop,CA
1420,2026-02-22 10:22:16.039104,3286,48,5,ios,CA
1421,2026-01-20 16:48:16.039106,4872,16,4,ios,CA
1422,2026-01-26 05:15:16.039109,1037,33,15,desktop,AU
1423,2026-02-11 22:39:16.039113,3072,3,13,ios,US
1424,2026-01-11 22:08:16.039115,1409,38,17,desktop,IN
1425,2026-01-18 23:38:16.039118,1460,4,1,desktop,AU
1426,2025-12-29 04:22:16.039121,4642,36,18,desktop,US
1427,2025-12-28 05:19:16.039124,4035,4,15,android,CA
1428,2026-02-03 03:22:16.039126,2440,42,14,ios,CA
1429,2026-02-20 14:21:16.039129,3404,9,9,ios,AU
1430,2025-12-18 12:41:16.039131,1382,40,12,desktop,UK
1431,2026-01-22 00:56:16.039134,2832,17,5,ios,IN
1432,2026-01-21 06:40:16.039137,4229,17,2,desktop,US
1433,2026-01-03 01:02:16.039140,1568,33,7,ios,CA
1434,2025-12-20 22:19:16.039142,4504,20,9,ios,IN
1435,2026-01-13 13:12:16.039145,2071,14,18,desktop,CA
1436,2026-02-15 11:00:16.039148,4399,22,4,ios,CA
1437,2026-01-29 17:47:16.039150,1432,27,2,desktop,CA
1438,2025-12-23 08:41:16.039153,4502,43,1,android,IN
1439,2026-02-03 03:51:16.039156,1055,3,12,desktop,AU
1440,2026-01-29 06:47:16.039158,3624,24,13,ios,IN
1441,2025-12-25 17:39:16.039161,3315,30,14,android,IN
1442,2026-01-27 16:15:16.039164,3116,8,5,android,UK
1443,2026-01-12 02:44:16.039167,2751,22,3,desktop,UK
1444,2026-02-10 04:34:16.039169,3047,25,4,android,AU
1445,2026-02-08 20:32:16.039172,1901,10,17,desktop,UK
1446,2026-02-15 12:49:16.039175,2624,49,19,ios,AU
1447,2025-12-24 20:34:16.039177,4520,29,11,desktop,CA
1448,2025-12-30 23:07:16.039180,3840,40,8,android,CA
1449,2026-01-17 13:28:16.039183,1256,1,12,desktop,IN
1450,2026-01-14 15:12:16.039186,1671,21,18,desktop,CA
1451,2026-01-17 18:02:16.039188,1489,39,18,ios,UK
1452,2025-12-23 08:05:16.039191,3793,24,9,desktop,US
1453,2026-01-04 07:29:16.039194,4714,9,5,ios,IN
1454,2025-12-22 04:36:16.039196,3096,44,17,android,AU
1455,2026-02-06 08:42:16.039199,2682,26,13,android,CA
1456,2026-02-15 21:18:16.039202,1315,9,6,desktop,IN
1457,2025-12-18 04:45:16.039204,3460,20,14,desktop,IN
1458,2026-02-03 13:55:16.039207,1433,35,15,android,IN
1459,2026-01-17 13:02:16.039210,2025,36,14,android,CA
1460,2026-02-07 11:34:16.039212,4912,42,4,android,AU
1461,2026-01-07 03:57:16.039215,2975,36,18,desktop,IN
1462,2026-02-20 04:31:16.039218,4216,9,1,android,IN
1463,2025-12-19 20:31:16.039220,2979,22,12,desktop,IN
1464,2025-12-23 11:25:16.039223,2389,1,9,android,CA
1465,2026-02-08 10:12:16.039226,1419,5,10,android,UK
1466,2026-01-13 11:55:16.039228,2596,9,18,desktop,AU
1467,2026-01-02 20:06:16.039231,4856,37,17,ios,IN
1468,2026-01-07 19:46:16.039234,2584,38,19,desktop,IN
1469,2026-02-01 08:17:16.039237,1843,19,4,ios,IN
1470,2026-02-12 13:14:16.039240,2467,8,16,desktop,CA
1471,2026-02-15 03:32:16.039243,3963,42,7,ios,UK
1472,2026-02-06 20:26:16.039245,1433,43,9,ios,IN
1473,2026-01-23 00:24:16.039248,3690,32,8,ios,IN
1474,2026-01-27 13:14:16.039251,2578,13,7,desktop,CA
1475,2026-01-08 17:07:16.039253,3104,20,10,desktop,AU
1476,2026-01-21 17:00:16.039256,4633,36,8,desktop,AU
1477,2026-01-31 16:43:16.039259,1963,43,17,ios,UK
1478,2026-02-22 12:00:16.039261,1976,44,12,ios,AU
1479,2026-02-13 02:36:16.039264,4249,37,14,desktop,IN
1480,2026-01-30 04:13:16.039266,4364,30,12,desktop,CA
1481,2026-01-28 05:40:16.039269,1045,10,2,android,IN
1482,2026-01-16 10:12:16.039272,2193,31,12,android,IN
1483,2026-01-30 22:36:16.039274,4342,25,14,android,UK
1484,2026-02-23 12:24:16.039277,1416,29,7,android,AU
1485,2026-01-02 16:58:16.039280,1847,24,13,android,AU
1486,2025-12-27 12:45:16.039283,3186,39,4,desktop,AU
1487,2026-01-16 03:07:16.039285,1246,21,1,ios,IN
1488,2026-02-14 06:54:16.039288,4219,41,17,ios,CA
1489,2026-02-06 15:30:16.039291,1229,9,3,desktop,CA
1490,2026-01-23 04:18:16.039293,1791,42,17,desktop,IN
1491,2026-02-04 00:19:16.039296,1636,42,8,desktop,US
1492,2026-01-30 22:24:16.039299,4775,2,3,android,IN
1493,2025-12-25 18:01:16.039301,3421,4,10,android,AU
1494,2026-01-02 08:18:16.039304,4151,8,2,android,IN
1495,2025-12-26 04:55:16.039307,4677,32,4,desktop,US
1496,2026-02-09 06:23:16.039309,1737,14,14,desktop,IN
1497,2025-12-23 19:15:16.039312,2088,49,11,ios,AU
1498,2026-02-07 13:13:16.039315,1087,13,14,desktop,UK
1499,2026-01-18 19:30:16.039317,4159,21,13,android,CA
1500,2025-12-21 20:16:16.039320,1712,24,4,ios,US
1501,2026-01-06 04:58:16.039323,2749,18,2,desktop,UK
1502,2026-02-18 17:24:16.039325,2227,45,2,ios,CA
1503,2026-01-29 17:12:16.039328,2936,40,11,ios,UK
1504,2026-02-08 14:44:16.039331,2405,26,5,desktop,IN
1505,2026-01-20 04:43:16.039334,1600,32,9,android,IN
1506,2026-01-29 06:36:16.039337,2499,44,17,android,CA
1507,2025-12-20 06:38:16.039339,4644,33,12,ios,CA
1508,2026-01-14 21:10:16.039342,4854,31,18,desktop,IN
1509,2026-02-09 07:53:16.039345,4677,18,3,desktop,IN
1510,2026-02-22 15:03:16.039348,4890,35,5,android,CA
1511,2026-01-23 13:41:16.039351,3586,12,14,desktop,CA
1512,2025-12-22 19:57:16.039353,1213,25,16,desktop,CA
1513,2026-02-23 07:46:16.039356,3121,45,19,ios,AU
1514,2026-01-04 22:53:16.039359,3108,31,9,desktop,AU
1515,2026-02-15 01:10:16.039361,1697,10,17,desktop,IN
1516,2026-01-18 13:04:16.039364,4614,47,7,desktop,AU
1517,2026-02-15 16:20:16.039367,2242,34,10,android,US
1518,2026-02-22 08:14:16.039370,3059,3,4,android,IN
1519,2026-01-16 12:48:16.039372,3861,46,10,ios,US
1520,2026-01-07 08:47:16.039375,4486,39,3,android,UK
1521,2026-01-14 05:51:16.039378,3079,8,9,android,US
1522,2026-01-05 08:29:16.039380,2183,32,13,android,UK
1523,2026-02-12 12:28:16.039383,2000,43,1,android,US
1524,2026-01-15 20:03:16.039386,1236,29,15,ios,UK
1525,2026-01-11 02:52:16.039388,4810,22,15,desktop,UK
1526,2025-12-31 18:30:16.039391,2204,20,11,desktop,IN
1527,2025-12-22 15:24:16.039394,4900,6,10,desktop,CA
1528,2026-02-04 03:49:16.039397,3605,43,7,ios,CA
1529,2026-01-28 10:03:16.039399,4412,49,1,android,IN
1530,2026-02-02 22:13:16.039402,2481,29,7,ios,UK
1531,2026-01-05 17:02:16.039405,2103,42,5,ios,CA
1532,2026-02-15 02:22:16.039407,1646,17,16,ios,CA
1533,2025-12-24 13:31:16.039410,4843,31,8,desktop,US
1534,2026-01-15 11:28:16.039413,4034,34,2,android,AU
1535,2026-02-09 23:43:16.039415,3867,38,8,desktop,IN
1536,2025-12-19 23:07:16.039418,4830,37,14,ios,AU
1537,2025-12-28 09:34:16.039421,1472,4,4,ios,UK
1538,2026-01-23 10:31:16.039423,4742,2,15,desktop,US
1539,2026-01-28 17:26:16.039426,4786,12,7,desktop,CA
1540,2026-02-17 10:24:16.039429,1111,35,8,desktop,US
1541,2026-02-06 20:14:16.039431,4363,6,11,android,IN
1542,2026-01-06 02:36:16.039434,2845,46,2,desktop,UK
1543,2026-02-15 20:02:16.039436,2654,8,9,android,US
1544,2025-12-29 14:45:16.039439,1382,21,6,android,US
1545,2026-01-03 11:41:16.039442,1016,46,1,desktop,US
1546,2025-12-27 14:43:16.039445,1492,35,3,ios,CA
1547,2026-01-25 12:58:16.039447,4402,48,10,ios,UK
1548,2025-12-19 15:10:16.039450,3973,15,5,android,CA
1549,2025-12-16 06:00:16.039453,4810,7,12,android,US
1550,2026-02-18 21:07:16.039455,2896,15,1,android,CA
1551,2026-01-29 12:22:16.039458,2509,45,9,ios,CA
1552,2026-01-16 21:27:16.039461,4477,6,13,android,IN
1553,2026-01-18 17:53:16.039463,1116,47,19,android,AU
1554,2026-02-05 20:14:16.039466,2578,17,7,ios,AU
1555,2026-02-10 01:38:16.039469,1879,4,16,desktop,IN
1556,2026-01-28 16:19:16.039471,3162,22,8,ios,IN
1557,2026-02-11 03:54:16.039474,2818,32,19,desktop,CA
1558,2026-01-08 14:54:16.039477,2572,22,7,desktop,CA
1559,2025-12-24 22:12:16.039479,3861,27,4,android,UK
1560,2025-12-23 07:51:16.039482,2648,46,10,android,AU
1561,2026-01-02 12:54:16.039485,4618,15,1,desktop,CA
1562,2026-01-18 04:29:16.039488,1643,44,17,android,UK
1563,2026-01-29 22:49:16.039490,2359,22,13,desktop,AU
1564,2025-12-18 14:01:16.039493,1335,28,19,android,UK
1565,2026-01-14 21:12:16.039496,3969,42,13,ios,UK
1566,2025-12-30 17:39:16.039499,4960,38,9,desktop,IN
1567,2025-12-28 13:54:16.039501,4811,9,5,desktop,US
1568,2025-12-19 07:22:16.039504,1146,34,1,android,US
1569,2026-02-21 11:41:16.039507,1121,36,2,ios,US
1570,2025-12-18 00:43:16.039509,1080,9,11,android,UK
1571,2026-02-09 05:02:16.039512,3732,15,4,ios,CA
1572,2026-02-07 05:34:16.039515,4737,45,9,android,US
1573,2025-12-31 06:17:16.039517,3709,20,5,desktop,CA
1574,2026-01-26 02:06:16.039520,3422,8,5,ios,AU
1575,2026-01-15 01:58:16.039523,4641,28,8,ios,US
1576,2025-12-20 05:33:16.039525,3110,19,2,android,UK
1577,2026-02-18 22:44:16.039528,1503,16,7,ios,IN
1578,2026-01-23 14:57:16.039531,1667,11,17,android,UK
1579,2026-01-16 15:04:16.039533,3496,42,11,ios,CA
1580,2026-02-12 22:07:16.039536,4499,8,15,android,AU
1581,2026-02-18 07:20:16.039539,3915,33,3,android,UK
1582,2026-02-04 13:39:16.039541,4498,10,13,android,IN
1583,2025-12-20 03:01:16.039544,2444,18,18,desktop,IN
1584,2025-12-30 12:11:16.039547,2345,35,3,ios,AU
1585,2026-01-02 13:45:16.039549,4984,43,2,desktop,US
1586,2025-12-29 11:19:16.039553,3727,3,5,desktop,UK
1587,2026-01-03 03:26:16.039555,2189,40,5,desktop,UK
1588,2026-01-18 04:11:16.039558,2620,27,13,desktop,IN
1589,2026-01-08 16:03:16.039561,2980,28,8,ios,CA
1590,2026-02-03 02:54:16.039564,2672,46,16,ios,UK
1591,2026-01-02 02:32:16.039566,3508,6,18,desktop,IN
1592,2026-02-04 06:16:16.039569,1458,47,16,ios,CA
1593,2025-12-19 05:39:16.039571,2212,14,1,ios,US
1594,2026-01-20 20:21:16.039574,1463,7,8,android,US
1595,2026-02-13 21:25:16.039577,1911,10,2,ios,IN
1596,2026-01-06 09:38:16.039579,3426,15,5,desktop,IN
1597,2025-12-18 19:22:16.039582,2025,31,15,ios,US
1598,2026-01-26 19:10:16.039585,4689,29,14,desktop,IN
1599,2026-02-12 04:33:16.039587,3411,42,3,ios,AU
1600,2026-01-23 06:00:16.039590,1071,17,7,desktop,UK
1601,2026-02-02 23:35:16.039593,2450,29,4,ios,AU
1602,2026-01-19 00:20:16.039595,3685,49,11,ios,CA
1603,2026-01-11 13:28:16.039598,2193,44,12,ios,IN
1604,2026-01-03 04:32:16.039601,4276,15,15,desktop,IN
1605,2026-01-11 08:57:16.039604,2848,26,6,android,CA
1606,2026-02-14 13:00:16.039632,3384,12,1,desktop,UK
1607,2026-01-31 14:45:16.039636,3022,25,18,ios,US
1608,2025-12-26 05:33:16.039639,4543,41,14,desktop,AU
1609,2025-12-27 10:33:16.039641,3242,5,7,ios,UK
1610,2026-01-13 20:38:16.039644,4741,4,10,ios,US
1611,2026-02-16 04:28:16.039646,2011,44,9,android,US
1612,2026-01-19 18:52:16.039649,1652,48,2,ios,IN
1613,2026-02-06 11:50:16.039652,2298,41,8,ios,CA
1614,2026-02-21 04:14:16.039654,1006,31,1,ios,IN
1615,2026-02-14 18:08:16.039657,1904,3,2,android,CA
1616,2026-02-16 01:08:16.039660,4026,3,7,desktop,IN
1617,2026-01-31 19:51:16.039662,3028,26,16,android,AU
1618,2025-12-26 01:24:16.039665,3613,17,4,desktop,IN
1619,2026-02-22 03:14:16.039667,1615,10,17,ios,AU
1620,2026-01-30 23:51:16.039670,4925,2,4,desktop,UK
1621,2026-02-06 05:33:16.039673,2873,24,3,desktop,UK
1622,2026-02-01 01:11:16.039675,3620,11,9,desktop,IN
1623,2026-01-30 09:23:16.039678,3646,24,15,desktop,UK
1624,2026-01-15 22:25:16.039681,1769,35,3,ios,US
1625,2026-01-31 16:51:16.039683,4249,23,12,android,AU
1626,2026-01-26 08:44:16.039686,3289,32,15,desktop,CA
1627,2026-01-14 10:29:16.039689,4274,23,8,ios,AU
1628,2025-12-22 11:48:16.039691,2566,34,12,ios,IN
1629,2025-12-22 23:51:16.039694,4872,41,13,ios,UK
1630,2026-01-29 23:24:16.039697,2485,19,15,ios,UK
1631,2026-02-20 10:30:16.039699,4151,2,11,desktop,US
1632,2025-12-29 12:36:16.039702,4594,2,17,android,UK
1633,2025-12-23 10:53:16.039705,2440,15,12,ios,IN
1634,2026-01-02 16:33:16.039708,1765,21,18,android,IN
1635,2025-12-17 21:45:16.039711,1383,35,16,android,CA
1636,2026-01-24 16:43:16.039714,3438,5,3,android,AU
1637,2026-01-07 18:40:16.039716,3943,43,9,ios,AU
1638,2026-01-23 06:56:16.039719,4870,27,7,ios,AU
1639,2025-12-17 17:45:16.039722,1687,24,19,ios,CA
1640,2026-01-28 11:11:16.039724,2149,7,5,android,CA
1641,2026-02-22 23:58:16.039727,4565,6,19,ios,CA
1642,2026-01-15 05:26:16.039730,1046,46,10,ios,US
